/**************************************************************************
 *** Layout File                                                        ***
 ***                                                                    ***
 *** This file is designed to provide the necessary information so      ***
 *** that NCES survey response data may be used in other statistical    ***
 *** software packages. This file provides variable names, locations,   ***
 *** and short descriptions for all selected variables. Additionally,   ***
 *** for categorical variables, this file also contains the response    ***
 *** codes and value label descriptions.                                ***
 ***                                                                    ***
 *** Full sample weights, replicate weights, and identification         ***
 *** numbers are added automatically to the list of variables selected  ***
 *** by the EDAT and are included here.                                 ***
 *************************************************************************/

/* ASCII Dataset File Name */
NELS_88_00_BYF4STU

/* Total Record Length */
11541

/* Variable Names, Locations, and Descriptions */
STU_ID    1-7           Student ID
BYFAMINC  439-440       YEARLY FAMILY INCOME
BYHMLANG  441-441       HOME LANGUAGE BACKGROUND
BYPSEPLN  442-443       POST-SECONDARY EDUCATION PLANS
BYHOMEWK  444-445       NUMBER OF HRS SPENT ON HOMEWORK PER WEEK
BYLEP     446-446       LIMITED ENGLISH PROFICIENCY COMPOSITE
BYLM      447-447       LANGUAGE MINORITY COMPOSITE
BYGRADS   448-449       GRADES COMPOSITE
BYGRADSQ  450-450       QUARTILE CODING OF BYGRADS COMPOSITE
BY2XRIRR  451-454       READING IRT-ESTIMATED NUMBER RIGHT
BY2XMIRR  455-458       MATHEMATICS IRT-ESTIMATED NUMBER RIGHT
BY2XSIRR  459-462       SCIENCE IRT-ESTIMATED NUMBER RIGHT
BY2XHIRR  463-466       HISTORY/CIT/GEOG IRT-ESTIMATED NO. RIGHT
BY2XRSTD  467-470       READING STANDARDIZED SCORE
BY2XMSTD  471-474       MATHEMATICS STANDARDIZED SCORE
BY2XSSTD  475-478       SCIENCE STANDARDIZED SCORE
BY2XHSTD  479-482       HISTORY/CIT/GEOG STANDARDIZED SCORE
BY2XRQ    483-483       READING QUARTILE (1=LOW)
BY2XMQ    484-484       MATHEMATICS QUARTILE (1=LOW)
BY2XSQ    485-485       SCIENCE QUARTILE (1=LOW)
BY2XHQ    486-486       HISTORY/CIT/GEOG QUARTILE
BY2XRTH   487-490       READING IRT THETA
BY2XMTH   491-494       MATH IRT THETA
BY2XSTH   495-498       SCIENCE IRT THETA
BY2XHTH   499-502       HIST/CIT/GEOG IRT THETA
BY2XCOMP  503-506       STNDRDIZED TEST COMPOSITE (READING,MATH)
BY2XQURT  507-507       STANDARDIZED TEST QUARTILE (1=LOW)
BY2XRPL1  508-508       READING PROFICIENCY - LEVEL 1
BY2XRPL2  509-509       READING PROFICIENCY - LEVEL 2
BY2XRPRO  510-510       OVERALL READING PROFICIENCY
BY2XMPL1  511-511       MATH PROFICIENCY - LEVEL 1
BY2XMPL2  512-512       MATH PROFICIENCY - LEVEL 2
BY2XMPL3  513-513       MATH PROFICIENCY - LEVEL 3
BY2XMPRO  514-514       OVERALL MATH PROFICIENCY
BY2XSPL1  515-515       SCIENCE PROFICIENCY LEVEL 1
BY2XSPL2  516-516       SCIENCE PROFICIENCY LEVEL 2
BY2XSPRO  517-517       OVERALL SCIENCE PROFICIENCY
BY2XRPP1  518-520       READING LEVEL 1: PROBABILITY OF PROF.
BY2XRPP2  521-523       READING LEVEL 2: PROBABILITY OF PROF.
BY2XRPP3  524-526       READING LEVEL 3: PROBABILITY OF PROF.
BY2XMPP1  527-529       MATH LEVEL 1: PROBABILITY OF PROF.
BY2XMPP2  530-532       MATH LEVEL 2: PROBABILITY OF PROF.
BY2XMPP3  533-535       MATH LEVEL 3: PROBABILITY OF PROF.
BY2XMPP4  536-538       MATH LEVEL 4: PROBABILITY OF PROF.
BY2XMPP5  539-541       MATH LEVEL 5: PROBABILITY OF PROF.
BY2XSPP1  542-544       SCIENCE LEVEL 1: PROB OF PROF.
BY2XSPP2  545-547       SCIENCE LEVEL 2: PROB OF PROF.
BY2XSPP3  548-550       SCIENCE LEVEL 3: PROB OF PROF.
BYRISK    551-552       BY RISK OF DROPPING OUT OF SCHOOL
F1S7A     553-553       STUDENTS GET ALONG WELL WITH TEACHERS
F1S7B     554-554       THERE IS REAL SCHOOL SPIRIT
F1S7C     555-555       RULES FOR BEHAVIOR ARE STRICT AT SCHOOL
F1S7D     556-556       DISCIPLINE IS FAIR AT SCHOOL
F1S7E     557-557       STUDNTS FRIENDLY WITH OTHR RACIAL GROUPS
F1S7F     558-558       OTHER STUDENTS OFTEN DISRUPT CLASS
F1S7G     559-559       THE TEACHING IS GOOD AT SCHOOL
F1S7H     560-560       TEACHERS ARE INTERESTED IN STUDENTS
F1S7I     561-561       WHEN R WORKS HARD TEACHERS PRAISE EFFORT
F1S7J     562-562       IN CLASS OFTEN FEEL PUT DOWN BY TEACHERS
F1S7K     563-563       OFTEN FEEL PUT DOWN BY STUDENTS IN CLASS
F1S7L     564-564       MOST TEACHERS LISTEN TO R
F1S7M     565-565       R DOESN^T FEEL SAFE AT THIS SCHOOL
F1S7N     566-566       DISRUPTIONS IMPEDE R^S LEARNING
F1S7O     567-567       MISBEHAVING STDNS OFTEN GET AWAY WITH IT
F1S8A     568-568       R HAS NOT WON ANY AWARDS
F1S8B     569-569       R ELECTED OFFICER OF A SCHOOL CLASS
F1S8C     570-570       R WON AN ACADEMIC HONOR
F1S8D     571-571       R PARTICIPATED IN A SCIENCE OR MATH FAIR
F1S8E     572-572       RECEIVED RECOGNITION FOR GOOD ATTENDANCE
F1S8F     573-573       RECEIVED RECOGNITION FOR GOOD GRADES
F1S8G     574-574       RECEIVED RECOGNITION FOR WRITING ESSAY
F1S8H     575-575       NAMED MOST VALUABLE PLAYER ON SPORT TEAM
F1S8I     576-576       RECEIVED A COMMUNITY SERVICE AWARD
F1S8J     577-577       PARTICIPATED IN VOC/TECH COMPETITION
F1S9A     578-578       HAD SOMETHING STOLEN AT SCHOOL
F1S9B     579-579       SOMEONE OFFERED TO SELL R DRUGS AT SCHL
F1S9C     580-580       SOMEONE THREATENED TO HURT R AT SCHOOL
F1S9D     581-581       GOT INTO A PHYSICAL FIGHT AT SCHOOL
F1S10A    582-582       HOW MANY TIMES WAS R LATE FOR SCHOOL
F1S10B    583-583       HOW MANY TIMES DID R CUT/SKIP CLASSES
F1S10C    584-584       HOW MANY TIMES R GOT IN TROUBLE
F1S10D    585-585       HOW MANY TIMES PUT ON IN-SCHL SUSPENSION
F1S10E    586-586       HOW MANY TIMES R SUSPENDED FROM SCHOOL
F1S10F    587-587       R TRANSFERRED FOR DISCIPLINARY REASONS
F1S10G    588-588       HOW MANY TIMES WAS R ARRESTED
F1S11A    589-589       IT^S OK TO WORK HARD FOR GOOD GRADES
F1S11B    590-590       IT^S OK TO ASK CHALLENGING QuestionS
F1S11C    591-591       IT^S OK TO SOLVE PROBLMS USING NEW IDEAS
F1S11D    592-592       IT^S OK TO HELP STUDENTS WITH SCHOOLWORK
F1S12A    593-593       FEEL IT^S OK TO BE LATE FOR SCHOOL
F1S12B    594-594       FEEL IT^S OK TO CUT A COUPLE OF CLASSES
F1S12C    595-595       FEEL IT^S OK TO SKIP SCHOOL A WHOLE DAY
F1S12D    596-596       FEEL IT^S OK TO CHEAT ON TESTS
F1S12E    597-597       FEEL IT^S OK TO COPY SOMEONE^S HOMEWORK
F1S12F    598-598       FEEL IT^S OK TO GET INTO PHYSICAL FIGHTS
F1S12G    599-599       FEEL IT^S OK TO BELONG TO GANGS
F1S12H    600-600       FEEL IT^S OK TO MAKE RACIST REMARKS
F1S12I    601-601       FEEL IT^S OK TO MAKE SEXIST REMARKS
F1S12J    602-602       FEEL IT^S OK TO STEAL BELONGINGS FRM SCH
F1S12K    603-603       FEEL IT^S OK TO DESTROY SCHOOL PROPERTY
F1S12L    604-604       FEEL IT^S OK TO SMOKE ON SCHOOL GROUNDS
F1S12M    605-605       FEEL IT^S OK TO DRINK ALCOHOL AT SCHOOL
F1S12N    606-606       FEEL IT^S OK TO USE DRUGS AT SCHOOL
F1S12O    607-607       FEEL IT^S OK TO BRING WEAPONS TO SCHOOL
F1S12P    608-608       FEEL IT^S OK TO ABUSE TEACHERS
F1S12Q    609-609       FEEL IT^S OK TO TALK BACK TO TEACHERS
F1S12R    610-610       FEEL IT^S OK TO DISOBEY SCHOOL RULES
F1S13     611-612       HOW MANY DAYS WAS R ABSENT FROM SCHOOL
F1S14     613-614       MAIN REASON FOR R^S LAST ABSENCE FRM SCH
F1S15A    615-615       WHEN ABSENT SCHOOL DID NOT DO ANYTHING
F1S15B    616-616       WHEN ABSENT SCHOOL CALLED R^S HOME
F1S15C    617-617       WHEN ABSENT THE SCHOOL VISITED R^S HOME
F1S15D    618-618       WHEN ABSENT THE SCHL SENT A LETTER HOME
F1S15E    619-619       WHEN ABSENT R HAD TO SEE A COUNSELOR
F1S16A    620-620       AFT BEING ABSENT TEACHER HELPED R DO WRK
F1S16B    621-621       AFTER BEING ABSENT STUS HELPED R DO WORK
F1S16C    622-622       AFTER BEING ABSENT SOMEONE ELSE HELPED R
F1S16D    623-623       AFTER BEING ABSENT R DIDN^T NEED HELP
F1S16E    624-624       AFTER BEING ABSENT THE TEACHER GOT MAD
F1S16F    625-625       AFTER BEING ABSENT, ASKED WHERE R WAS
F1S16G    626-626       AFTER BEING ABSENT R FELL BEHIND
F1S17     627-628       HOW MANY YRS WILL IT TAKE R TO GRADUATE
F1S18A    629-629       R SURE TO GRADUATE FROM HIGH SCHOOL
F1S18B    630-630       R SURE TO FURTHER EDUCATION AFTER H.S
F1S19A1   631-631       ATTEND FIRST TWO WKS OF SCH FALL OF 1988
F1S19B1   632-632       ENROLL IN A SPECIAL PROGRAM FALL 1988
F1S19C1   633-633       PASS TO THE NEXT TERM/GRADE FALL OF 1988
F1S19A2   634-634       ATTEND FIRST TWO WKS OF SCHL SPRING 1989
F1S19B2   635-635       ENROLL IN SPECIAL PROGRAM SPRING OF 1989
F1S19C2   636-636       PASS TO THE NEXT TERM/GRADE SPRING 1989
F1S19A3   637-637       ATTEND FIRST TWO WKS OF SCH FALL OF 1989
F1S19B3   638-638       ENROLL IN A SPECIAL PROGRAM FALL OF 1989
F1S19C3   639-639       PASS TO THE NEXT TERM/GRADE FALL OF 1989
F1S20     640-641       DESCRIBE PRESENT HIGH SCHOOL PROGRAM
F1S21A    642-643       MAIN REASON R TAKING MATH
F1S21B    644-645       MAIN REASON R TAKING SCIENCE
F1S21C    646-647       MAIN REASON R TAKING ENGLISH
F1S21D    648-649       MAIN REASON R TAKING HISTORY
F1S22A    650-650       HOW MUCH COURSEWORK IN GENERAL MATH
F1S22B    651-651       HOW MUCH COURSEWORK IN PRE-ALGEBRA
F1S22C    652-652       HOW MUCH COURSEWORK IN ALGEBRA I
F1S22D    653-653       HOW MUCH COURSEWORK IN GEOMETRY
F1S22E    654-654       HOW MUCH COURSEWORK IN ALGEBRA II
F1S22F    655-655       HOW MUCH COURSEWORK IN TRIGONOMETRY
F1S22G    656-656       HOW MUCH COURSEWORK IN PRE-CALCULUS
F1S22H    657-657       HOW MUCH COURSEWORK IN CALCULUS
F1S22I    658-658       HOW MUCH COURSEWORK IN BUSINESS MATH
F1S22J    659-659       HOW MUCH COURSEWORK IN OTHER MATH
F1S23A    660-660       HOW MUCH COURSEWORK IN GENERAL SCIENCE
F1S23B    661-661       HOW MUCH COURSEWORK IN PHYSICAL SCIENCE
F1S23C    662-662       HOW MUCH COURSEWORK IN BIOLOGY
F1S23D    663-663       HOW MUCH COURSEWORK IN EARTH SCIENCE
F1S23E    664-664       HOW MUCH COURSEWORK IN CHEMISTRY
F1S23F    665-665       HOW MUCH COURSEWRK IN PRINCIPLES OF TECH
F1S23G    666-666       HOW MUCH COURSEWORK IN PHYSICS
F1S23H    667-667       HOW MUCH COURSEWORK IN OTHER SCIENCE
F1S24A    668-668       HOW MUCH COURSEWORK IN ENGLISH
F1S24B    669-669       HOW MUCH COURSEWORK IN WORLD HISTORY
F1S24C    670-670       HOW MUCH COURSEWORK IN U.S. HISTORY
F1S24D    671-671       HOW MUCH COURSEWORK IN GEOGRAPHY
F1S24E    672-672       HOW MUCH COURSEWORK IN GOVERNMENT/CIVICS
F1S24F    673-673       HOW MUCH COURSEWORK IN ECONOMICS
F1S24G    674-674       HOW MUCH COURSEWORK IN FOREIGN LANGUAGE
F1S24H    675-675       HOW MUCH COURSEWORK IN ART
F1S24I    676-676       HOW MUCH COURSEWORK IN MUSIC
F1S24J    677-677       HOW MUCH COURSEWORK IN DRAMA
F1S24K    678-678       HOW MUCH COURSEWORK IN RELIGIOUS ED
F1S24L    679-679       HOW MUCH COURSEWORK IN PHYSICAL ED
F1S24M    680-680       HOW MUCH COURSEWORK IN SEX EDUCATION
F1S24N    681-681       HOW MUCH COURSEWORK IN PSYCHOLOGY
F1S24O    682-682       HOW MUCH COURSEWORK IN COMPUTER SCIENCE
F1S25A    683-683       HOW MUCH COURSEWORK IN COMPUTER ED
F1S25B    684-684       HOW MUCH COURSEWORK IN CONSUMER ED
F1S25C    685-685       HOW MUCH COURSEWORK IN HOME ECONOMICS
F1S25D    686-686       HOW MUCH COURSEWORK IN SHOP CLASS
F1S25E    687-687       HOW MUCH COURSEWORK IN TYPING CLASS
F1S25F    688-688       HOW MUCH COURSEWORK IN AGRICULTURE CLASS
F1S25G    689-689       HOW MUCH COURSEWRK IN CAREER EXPLORATION
F1S25H    690-690       HOW MUCH COURSEWORK IN COMPUTER LITERACY
F1S26A    691-692       OFTEN ASKED TO SHOW UNDERSTAND MATH
F1S26B    693-694       OFTEN ASKED TO SHOW UNDERSTAND ENGLISH
F1S26C    695-696       OFTEN ASKED TO SHOW UNDERSTAND HISTORY
F1S26D    697-698       OFTEN ASKED TO SHOW UNDERSTAND SCIENCE
F1S27A    699-700       OFTEN WORK HARD IN MATH CLASS
F1S27B    701-702       OFTEN WORK HARD IN ENGLISH CLASS
F1S27C    703-704       OFTEN WORK HARD IN HISTORY CLASS
F1S27D    705-706       OFTEN WORK HARD IN SCIENCE CLASS
F1S28A    707-708       OFTEN FEEL CHALLENGED IN MATH CLASS
F1S28B    709-710       OFTEN FEEL CHALLENGED IN ENGLISH CLASS
F1S28C    711-712       OFTEN FEEL CHALLENGED IN HISTORY CLASS
F1S28D    713-714       OFTEN FEEL CHALLENGED IN SCIENCE CLASS
F1S29     715-715       RESPONDENT HAS NOT TAKEN A SCIENCE CLASS
F1S29A    716-716       REVIEW SCIENCE WORK FROM PREVIOUS DAY
F1S29B    717-717       MAKE CHOICE OF SCIENCE TOPIC TO STUDY
F1S29C    718-718       COPY TEACHER^S NOTES IN SCIENCE CLASS
F1S29D    719-719       WRITE RPTS OF LABORATORY WORK IN SCIENCE
F1S29E    720-720       USE BOOKS TO SHOW HOW EXPERIMENT WORKS
F1S29F    721-721       MAKE UP METHODS TO SOLVE SCIENCE PROBLEM
F1S29G    722-722       CONDUCT OWN EXPERIMENTS IN SCIENCE
F1S29H    723-723       USE COMPUTERS TO WRITE SCIENCE REPORTS
F1S29I    724-724       USE COMPUTERS FOR COLLECTNG SCIENCE DATA
F1S29J    725-725       USE COMPUTERS FOR SCIENCE CALCULATIONS
F1S29K    726-726       USE COMPUTERS FOR SCIENCE MODELS
F1S29L    727-727       LISTEN TO THE TEACHER LECTURE IN SCIENCE
F1S29M    728-728       DISCUSS CAREERS IN SCIENTIFIC FIELDS
F1S29N    729-729       WATCH THE TCHR DEMONSTRATE AN EXPERIMENT
F1S30A    730-730       EMPHASIS ON INCREASING SCIENCE INTEREST
F1S30B    731-731       EMPHASIS ON LEARNING SCIENCE FACTS/RULES
F1S30C    732-732       EMPHASIS ON FURTHER STUDY IN SCIENCE
F1S30D    733-733       EMPHASIS ON WAYS TO SOLVE SCI. PROBLEMS
F1S30E    734-734       EMPHASIS ON SCIENCE IMPORTANCE IN LIFE
F1S31     735-735       RESPONDENT HAS NOT TAKEN MATH CLASS
F1S31A    736-736       EMPHASIS ON INCREASING INTEREST IN MATH
F1S31B    737-737       EMPHASIS ON LEARNING MATH FACTS/RULES
F1S31C    738-738       EMPHASIS ON FURTHER STUDY IN  MATH
F1S31D    739-739       EMPHASIS ON WAYS TO SOLVE MATH PROBLEMS
F1S31E    740-740       EMPHASIS ON IMPORTANCE OF MATH IN LIFE
F1S32A    741-741       OFTEN REVIEW MATH WORK FROM PREVIOUS DAY
F1S32B    742-742       OFTEN USE BOOKS OTHR THN MATH TEXT BOOKS
F1S32C    743-743       OFTEN COPY TEACHER^S NOTES IN MATH CLASS
F1S32D    744-744       OFTEN DO PROBLEM-SOLVING IN MATH
F1S32E    745-745       OFTEN USE COMPUTERS IN MATH CLASS
F1S32F    746-746       OFTEN USE HANDS-ON MATERIALS IN MATH
F1S32G    747-747       OFTEN USE CALCULATORS IN MATH CLASS
F1S32H    748-748       OFTEN PARTICIPATE IN STUDENT DISCUSSIONS
F1S32I    749-749       OFTEN EXPLAIN MATH WORK IN CLASS ORALLY
F1S33     750-750       R HAS NOT TAKEN A VOCATIONAL COURSE
F1S33A    751-751       EMPHASIS ON TEACHING SKILLS TO USE NOW
F1S33B    752-752       EMPHASIS ON TEACHING VOC FACTS, RULES
F1S33C    753-753       EMPHASIS ON UNDRSTNDNG SCI. IDEAS AT WRK
F1S33D    754-754       EMPHASIS ON WAYS TO SOLVE PROBLEMS
F1S33E    755-755       EMPHASIS ON UNDERSTNDNG MATH & SCI IDEAS
F1S34A    756-756       EVER BEEN IN A REMEDIAL ENGLISH CLASS
F1S34B    757-757       EVER BEEN IN A REMEDIAL MATH CLASS
F1S34C    758-758       EVER BEEN IN BILINGUAL/BICULTURAL CLASS
F1S34D    759-759       EVER BEEN IN ENGLISH AS SECOND LANG PROG
F1S34E    760-760       EVER BEEN IN ADVANCED PLACEMENT PROGRAM
F1S34F    761-761       EVER BEEN IN EDUCATIONALLY HANDICAP PROG
F1S34G    762-762       EVER BEEN IN PHYSICALLY HANDICAPPED PROG
F1S34H    763-763       EVER BEEN IN DROPOUT PREVENTION PROGRAM
F1S35A    764-764       RECEIVED INFORMATION ON SEX EDUCATION
F1S35B    765-765       RECEIVED INFORMATION ON AIDS EDUCATION
F1S35C    766-766       RECEIVED INFORMATION ON ALCOHOL/DRUGS ED
F1S36A1   767-768       TIME SPENT ON HOMEWORK IN SCHOOL
F1S36A2   769-770       TIME SPENT ON HOMEWORK OUT OF SCHOOL
F1S36B1   771-772       TIME SPENT ON MATH HOMEWORK IN SCHOOL
F1S36B2   773-774       TIME SPENT ON MATH HOMEWORK OUT OF SCHL
F1S36C1   775-776       TIME SPENT ON SCIENCE HOMEWORK IN SCHOOL
F1S36C2   777-778       TIME SPENT ON SCIENCE HOMEWRK OUT OF SCH
F1S36D1   779-780       TIME SPENT ON ENGLISH HOMEWORK IN SCHOOL
F1S36D2   781-782       TIME SPENT ON ENGLISH HOMEWRK OUT OF SCH
F1S36E1   783-784       TIME SPENT ON HISTORY HOMEWORK IN SCHOOL
F1S36E2   785-786       TIME SPENT ON HISTORY HOMEWRK OUT OF SCH
F1S36F1   787-788       TIME SPENT ON ALL OTH SUBJECTS IN SCHOOL
F1S36F2   789-790       TIME SPENT ON ALL OTH SUBJECTS OUT SCHL
F1S37     791-791       # OF CLASS PERIODS R SPENT IN STUDY HALL
F1S38     792-792       HOW IMPORTANT ARE GOOD GRADES TO R
F1S39A    793-794       DESCRIBE RESPONDENT^S MATH GRADES
F1S39B    795-796       DESCRIBE RESPONDENT^S ENGLISH GRADES
F1S39C    797-798       DESCRIBE RESPONDENT^S HISTORY GRADES
F1S39D    799-800       DESCRIBE RESPONDENT^S SCIENCE GRADES
F1S40A    801-801       OFTEN GO TO CLASS WITHOUT PENCIL/PAPER
F1S40B    802-802       OFTEN GO TO CLASS WITHOUT BOOKS
F1S40C    803-803       OFTEN GO TO CLASS WITHOUT HOMEWORK DONE
F1S41AA   804-805       PLAYED BASEBALL/SOFTBALL AT SCHOOL
F1S41AB   806-807       PLAYED BASKETBALL AT SCHOOL
F1S41AC   808-809       PLAYED FOOTBALL AT SCHOOL
F1S41AD   810-811       PLAYED SOCCER AT SCHOOL
F1S41AE   812-813       PARTICIPATED ON SWIM TEAM AT SCHOOL
F1S41AF   814-815       PLAYED OTHER TEAM SPORT
F1S41AG   816-817       PLAYED AN INDIVIDUAL SPORT
F1S41AH   818-819       PARTICIPATED IN CHEERLEADING
F1S41AI   820-821       PARTICIPATED ON POM-POM, DRILL TEAM
F1S41BA   822-822       PARTICIPATED IN SCHOOL BAND, ORCHESTRA
F1S41BB   823-823       PARTICIPATED IN SCHOOL PLAY OR MUSICAL
F1S41BC   824-824       PARTICIPATED IN STUDENT GOVERNMENT
F1S41BD   825-825       PARTICIPATED IN ACADEMIC HONOR SOCIETY
F1S41BE   826-826       PARTICIPATED IN SCHL YEARBOOK, NEWSPAPER
F1S41BF   827-827       PARTICIPATED IN SCHOOL SERVICE CLUBS
F1S41BG   828-828       PARTICIPATED IN SCHOOL ACADEMIC CLUBS
F1S41BH   829-829       PARTICIPATED IN SCHOOL HOBBY CLUBS
F1S41BI   830-830       PARTICIPATED IN SCHOOL FTA, FHA, FFA
F1S42     831-832       TIME SPENT ON EXTRACURRICULAR ACTIVITIES
F1S43     833-834       READING DONE PER WEEK ON OWN OUTSIDE SCH
F1S44A    835-835       VISIT WITH FRIENDS AT LOCAL HANGOUT
F1S44B    836-836       HOW OFTEN DOES R USE PERSONAL COMPUTERS
F1S44C    837-837       HOW OFTEN DOES R WORK ON HOBBIES
F1S44D    838-838       HOW OFTEN DOES R READ FOR PLEASURE
F1S44E    839-839       HOW OFTEN DOES R GO TO THE PARK,GYM,POOL
F1S44F    840-840       HOW OFTEN DOES R PLAY BALL OR OTH SPORTS
F1S44G    841-841       HOW OFTEN DOES R ATTEND YOUTH GROUPS
F1S44H    842-842       HOW OFTEN R PERFORMS COMMUNITY SERVICES
F1S44I    843-843       HOW OFTEN DOES R DRIVE OR RIDE AROUND
F1S44J    844-844       HOW OFTEN R TALKS ON PHONE WITH FRIENDS
F1S44K    845-845       HOW OFTEN R DOES THINGS W/MOTHER/FATHER
F1S44L    846-846       HOW OFTEN R TALKS WITH OTHER ADULTS
F1S44M    847-847       HOW OFTN R TAKES MUSIC, ART, DANCE CLASS
F1S44N    848-848       HOW OFTEN R TAKES SPORTS LESSONS
F1S44O    849-849       HOW OFTEN R ATTENDS RELIGIOUS ACTIVITIES
F1S45A    850-851       HOW MANY HOURS ON WEEKDAYS R WATCHES TV
F1S45B    852-853       HOW MANY HOURS ON WEEKENDS R WATCHES TV
F1S46A    854-854       IMPORTANT BEING SUCCESSFUL IN LINE WORK
F1S46B    855-855       IMPORTANT FINDING RIGHT PERSON TO MARRY
F1S46C    856-856       IMPORTANT HAVING LOTS OF MONEY
F1S46D    857-857       IMPORTANT TO HAVE STRONG FRIENDSHIPS
F1S46E    858-858       IMPORTANT TO BE ABLE TO FIND STEADY WORK
F1S46F    859-859       IMPORTANT TO HELP OTHERS IN COMMUNITY
F1S46G    860-860       GIVE MY CHILDREN BETTER OPPORTUNITIES
F1S46H    861-861       IMPORTANT LIVING CLOSE PARENTS,RELATIVES
F1S46I    862-862       IMPORTANT GETTING AWAY FROM THIS AREA
F1S46J    863-863       WORKING TO CORRECT ECONOMIC INEQUALITIES
F1S46K    864-864       IMPORTANT HAVING CHILDREN
F1S46L    865-865       IMPORTANT HAVING LEISURE TIME
F1S46M    866-866       IMPORTANT GETTING AWAY FROM PARENTS
F1S47A    867-868       FATHER^S DESIRE FOR R AFTER HIGH SCHOOL
F1S47B    869-870       MOTHER^S DESIRE FOR R AFTER HIGH SCHOOL
F1S47C    871-872       FRIEND^S DESIRE FOR R AFTER HIGH SCHOOL
F1S47D    873-874       CLOSE RELATIVE^S DESIRE FOR R AFTER H.S.
F1S47E    875-876       SCHOOL COUNSELOR^S DESIRE FOR R AFTER HS
F1S47F    877-878       FAVORITE TEACHER^S DESIRE FOR R AFTER HS
F1S47G    879-880       COACH^S DESIRE FOR R AFTER HIGH SCHOOL
F1S48A    881-882       HOW FAR IN SCHOOL FATHER WANTS R TO GO
F1S48B    883-884       HOW FAR IN SCHOOL MOTHER WANTS R TO GO
F1S49     885-886       HOW FAR IN SCHOOL R THINKS HE WILL GET
F1S50A    887-887       DOES R PLAN TO TAKE THE PRE-SAT TEST
F1S50B    888-888       R PLANS TO TAKE COLLEGE BOARD SAT TEST
F1S50C    889-889       DOES R PLAN TO TAKE THE ACT TEST
F1S50D    890-890       R PLANS TO TAKE ADVANCED PLACEMENT TEST
F1S50E    891-891       DOES R PLAN TO TAKE THE ASVAB
F1S50F    892-892       DOES R PLAN TO TAKE THE PACT TEST
F1S51     893-893       DOES R PLAN TO GO TO COLLEGE AFTER H.S.
F1S52A    894-894       HOW IMPORTANT ARE COLLEGE EXPENSES
F1S52B    895-895       HOW IMPORTANT IS FINANCIAL AID
F1S52C    896-896       HOW IMPORTANT ARE SPECIFIC COURSES
F1S52D    897-897       HOW IMPORTANT IS COLLEGE ATHLETIC PROGRM
F1S52E    898-898       HOW IMPORTANT IS SOCIAL LIFE AT COLLEGE
F1S52F    899-899       HOW IMPT ATTEND COLLEGE AND LIVE AT HOME
F1S52G    900-900       HOW IMPT ATTEND COLLEGE & NOT LIVE AT HM
F1S52H    901-901       HOW IMPORTANT IS A RELIGIOUS ENVIRONMENT
F1S52I    902-902       HOW IMPORTANT IS A LOW CRIME ENVIRONMENT
F1S52J    903-903       HOW IMPORTANT IS COLLEGE JOB PLACEMENT
F1S52K    904-904       HOW IMPORTANT IS REPUTATION OF COLLEGE
F1S52L    905-905       HOW IMPORTANT EASY ADMISSION STANDARDS
F1S53A    906-907       OCCUPATION R EXPECTS TO HAVE AFTER H.S
F1S53B    908-909       OCCUPATION R EXPECTS TO HAVE AT AGE 30
F1S54     910-910       LANGUAGE BESIDES ENGLISH SPOKEN AT HOME
F1S55     911-912       WHAT OTHER LANGUAGE IS SPOKEN AT HOME?
F1S55A    913-913       R^S NATIVE LANGUAGE SPOKEN AT HOME
F1S55BA   914-914       HOW WELL DOES R UNDERSTAND NATIVE LANG
F1S55BB   915-915       HOW WELL DOES R SPEAK NATIVE LANGUAGE
F1S55BC   916-916       HOW WELL DOES R READ NATIVE LANGUAGE
F1S55BD   917-917       HOW WELL DOES R WRITE NATIVE LANGUAGE
F1S56     918-918       R TALKS TO PARENTS IN ENGLISH ABT HMWRK
F1S57A    919-919       HOW WELL R UNDERSTANDS SPOKEN ENGLISH
F1S57B    920-920       HOW WELL DOES R SPEAK ENGLISH
F1S57C    921-921       HOW WELL DOES R READ ENGLISH
F1S57D    922-922       HOW WELL DOES R WRITE ENGLISH
F1S58     923-923       SPECIAL HELP IN READING,WRITING ENGLISH
F1S59A    924-924       HELP IN FORM OF INDIVIDUAL TUTORING
F1S59B    925-925       HELP IN FORM OF A SMALL GROUP
F1S59C    926-926       SPECIAL HELP IN FORM OF A LARGE GROUP
F1S59D    927-927       HELP IN FORM OF ENGLISH SECOND LANGUAGE
F1S59E    928-928       HELP IN FORM OF BILINGUAL EDUCATION
F1S60A    929-929       HOW OFTEN DID R LISTEN TO ENGLISH TAPES
F1S60B    930-930       HOW OFTEN DID R IMPROVE ENGLISH SPEAKING
F1S60C    931-931       HOW OFTEN WAS R READING ENGLISH
F1S60D    932-932       HOW OFTEN WAS R WRITING ENGLISH
F1S60E    933-933       HOW OFTEN DID R WORK ON OTHER ACTIVITIES
F1S61A    934-934       UNDERSTANDNG SPOKEN ENGLISH HAS IMPROVED
F1S61B    935-935       SPEAKING ENGLISH IMPROVED BY SPEC. CLASS
F1S61C    936-936       READING ENGLISH IMPROVED BY SPEC CLASSES
